ID,StartTimeToronto,EndTimeToronto,CompletionCode,Bonus
1.70234E+12,11-12-2023 18:14,11-12-2023 18:26,kE9tAKZDC9rPihYqBsR_v,0.94
1.70234E+12,11-12-2023 18:15,11-12-2023 18:22,dTuBhvyfojQn_bz7Gz0Ee,0.83
1.70234E+12,11-12-2023 18:14,11-12-2023 18:19,mCl4OK2Wt3gUeUCbtKyXj,0.94
1.70234E+12,11-12-2023 18:14,11-12-2023 18:39,T_3ZlIwGn6KKkh2uqopz9,1
1.70234E+12,11-12-2023 18:14,11-12-2023 18:23,ep81pjOtmszLpTQMp-RYg,1
1.70234E+12,11-12-2023 18:15,11-12-2023 18:27,z-KjxBvo6K_Ik_jKQQzkw,0.3
1.70234E+12,11-12-2023 18:14,11-12-2023 18:27,ayjvnIkZRM6UI7Q-Ird9E,0.78
1.70234E+12,11-12-2023 18:15,11-12-2023 18:38,#NAME?,1
1.70234E+12,11-12-2023 18:14,11-12-2023 18:18,5KZBoqNGukTmnanzwpbqI,0.16
1.70234E+12,11-12-2023 18:15,11-12-2023 18:19,Z9JNUdgMTrwYml9zx_qGO,0.75
1.70234E+12,11-12-2023 18:15,11-12-2023 18:19,yP2fb3oMkm0iPorXRIvdW,0.85
1.70234E+12,11-12-2023 18:15,11-12-2023 18:28,qBPC8_6wHjP-155V5bm1v,0.45
1.70234E+12,11-12-2023 18:15,11-12-2023 18:45,G3yl2A-xre7Pbp2ZV4JSk,0.78
1.70234E+12,11-12-2023 18:15,11-12-2023 18:24,J5zmU2sL8pwiK3_VMDnvb,0.64
1.70234E+12,11-12-2023 18:15,11-12-2023 18:21,R4-W-LdnZgmGb5f7nrVO8,0.34
1.70234E+12,11-12-2023 18:15,11-12-2023 18:27,IOClSgtmmEg8QEIsJINYP,0.65
1.70234E+12,11-12-2023 18:15,11-12-2023 18:30,l_zl-BuILQlHetb_70NG_,1
1.70234E+12,11-12-2023 18:16,11-12-2023 18:20,gfNARS12ko5Cqv115riBM,1
1.70234E+12,11-12-2023 18:16,11-12-2023 18:18,XLoJNkFG5Z-cEzpUhyZ9G,0.65
1.70234E+12,11-12-2023 18:16,11-12-2023 18:20,T1eW05MMs7Cecnon22woi,0.71
1.70234E+12,11-12-2023 18:18,11-12-2023 18:41,fvcr6GwwJaZlPPuCrUAPu,1
1.70234E+12,11-12-2023 18:16,11-12-2023 18:21,sKyaevxGHBfmbSfFlSFZy,0.63
1.70234E+12,11-12-2023 18:17,11-12-2023 18:25,pr2fok3gafPjnJg_QRIXa,0.28
1.70234E+12,11-12-2023 18:18,11-12-2023 18:27,6SayGn3mdQ4sk-dXuzIuP,1
1.70234E+12,11-12-2023 18:21,11-12-2023 18:25,ylPjNc6CXCI_qUU5ohB2I,1
1.70234E+12,11-12-2023 18:56,11-12-2023 19:04,rR8VHbKZdBvB2Yd7qsyIf,1
1.70234E+12,11-12-2023 18:24,11-12-2023 18:35,cZrmFdeIOKOAGwQrTHrOE,1
1.70234E+12,11-12-2023 18:25,11-12-2023 18:27,A5q8RaBDak4WMpetJw8vK,0.6
1.70234E+12,11-12-2023 18:26,11-12-2023 18:32,L6G4jCk9uZlmXmuHDZNca,1
1.70234E+12,11-12-2023 18:27,11-12-2023 18:38,w0RCyoJxbFA0Oj3PF6wDN,0.64
1.70234E+12,11-12-2023 18:27,11-12-2023 18:35,HnfURLXtT3ezXNss1ux3W,1
1.70234E+12,11-12-2023 18:29,11-12-2023 18:40,nOHydVvtpmAc4SMOdOLRO,0.81
1.70234E+12,11-12-2023 18:30,11-12-2023 18:41,Z-YsPLI4Eakb0VrL-dXiw,0.93
1.70234E+12,11-12-2023 18:30,11-12-2023 18:40,Pk4hs9NuxzQvHQjHO5Yv8,0.87
1.70234E+12,11-12-2023 18:31,11-12-2023 18:38,mLIz1VaIg8GvMZJRjwVmx,0.78
1.70234E+12,11-12-2023 18:34,11-12-2023 19:06,blYN8lp4nQ2NxqEQc4qB6,0
1.70234E+12,11-12-2023 18:32,11-12-2023 18:39,8QkIhxXgM0MyVpwyyOl6t,0.4
1.70234E+12,11-12-2023 18:33,11-12-2023 18:39,2-X22uZgLAJI6Y8s-eKti,0.88
1.70234E+12,11-12-2023 18:34,11-12-2023 18:48,JlCSVezi9AYrFjdiDjIVV,0.63
1.70234E+12,11-12-2023 15:35,11-12-2023 15:50,0OAXQXxptQaJlTQkBBTEg,1
1.70234E+12,11-12-2023 18:38,11-12-2023 18:44,UjNU37NDQx--qbDwP0Lf4,1
1.70234E+12,11-12-2023 18:44,11-12-2023 18:53,UnonaAiKM35aMc-whoMSF,1
1.70234E+12,11-12-2023 18:46,11-12-2023 18:59,jVy1O2inbw-T_QTMQBBby,0.63
1.70234E+12,11-12-2023 18:47,11-12-2023 18:53,JuNshhLun__lDLYlauxVr,0.93
1.70234E+12,11-12-2023 18:49,11-12-2023 18:55,ESQDhUlB9ANLnBu5_RXed,0.56
1.70234E+12,11-12-2023 18:52,11-12-2023 18:57,kL--rO2_FoVqPINoUnzn7,0.34
1.70234E+12,11-12-2023 18:54,11-12-2023 19:01,mOW2GRYuESRVW1slThQwR,0.85
1.70234E+12,11-12-2023 18:54,11-12-2023 19:04,0-bkRJtCeNbTuEFWB59pI,0.94
1.70234E+12,11-12-2023 19:07,11-12-2023 19:38,qXDxQFmp_xyqd1km0z4uR,0.9
1.70234E+12,11-12-2023 19:03,11-12-2023 19:06,hbmrUL6fYsmARLEXeduYr,0.64
1.70234E+12,11-12-2023 19:09,11-12-2023 19:16,kzh0tr25u1ymyqkCJ_Enh,0.19
1.70234E+12,11-12-2023 19:10,11-12-2023 19:15,0vdBqE4ICMQqveIyQg4a6,0.72
1.70234E+12,11-12-2023 19:14,11-12-2023 19:25,ns5JasVhGAIoY_bcy9_4Y,0.22
1.70234E+12,11-12-2023 19:14,11-12-2023 19:19,#NAME?,0.62
1.70234E+12,11-12-2023 19:15,11-12-2023 19:22,BnhAS4O_QiP6R3AjbNaOD,0.25
1.70234E+12,11-12-2023 19:16,11-12-2023 19:49,v8dxX8xuWGueh9fNKxppX,1
1.70234E+12,11-12-2023 19:16,11-12-2023 19:20,Io4OAzxmjogiqozleJiSe,0.75
1.70234E+12,11-12-2023 19:16,11-12-2023 19:28,4m5u0LnBrODdN2cE1icrt,0.52
1.70234E+12,11-12-2023 19:29,11-12-2023 19:36,6bcDvTpJr1o7Mvmpqu7iW,1
1.70234E+12,11-12-2023 19:34,11-12-2023 19:46,MsOgx2G501n7mWb0aRI9b,0.05
1.70234E+12,11-12-2023 19:37,11-12-2023 19:52,mEvKGDKJb7i9gVA-obzZ_,1
1.70234E+12,11-12-2023 19:39,11-12-2023 19:42,QUbkxjXay7ri68odo2Mhv,0.99
1.70234E+12,11-12-2023 19:42,11-12-2023 19:47,OMIc9D_Iajdfo9F-cVSMB,0.52
1.70234E+12,11-12-2023 20:06,11-12-2023 20:15,hT73mwaeNqMtAGci-RqXi,1
1.70234E+12,11-12-2023 20:18,11-12-2023 20:27,CT4URtfC2RcFz9txwLfVC,0.96
1.70235E+12,11-12-2023 22:16,11-12-2023 22:30,t0tng0aVAxQn34eU23cOo,0.96
1.70235E+12,11-12-2023 23:13,11-12-2023 23:19,nz5beeuPr9zOyD4E_Ahe_,0.25
1.70326E+12,22-12-2023 09:58,22-12-2023 10:01,6ZuR65x1JvJX31HUyVEkX,0.78
1.70474E+12,08-01-2024 14:44,08-01-2024 14:55,eLFBhCeKGokDsSoq_GLd3,0.84
1.70499E+12,11-01-2024 10:34,11-01-2024 10:40,u8SgZqf8pac_J-EQ7rPqn,1
1.70528E+12,14-01-2024 19:12,14-01-2024 19:25,effnQLD2cyEiVki9lmJc2,0
1.70528E+12,14-01-2024 19:39,14-01-2024 19:46,okI7sjdurF36WBsA6l_fA,1
1.70528E+12,14-01-2024 19:39,14-01-2024 19:47,gqcpoANG1SQg6bKzV01Pq,0.6
1.70528E+12,14-01-2024 19:42,14-01-2024 19:47,6lO-JAon2_qkJMEonVYTS,0.86
1.70528E+12,14-01-2024 20:18,14-01-2024 20:27,_iSCKTrOwy27l2jCDsLYA,0.78
1.70528E+12,14-01-2024 20:12,14-01-2024 20:20,GwESkofpE-lElwB4rjIYn,1
1.70528E+12,14-01-2024 20:14,14-01-2024 20:21,w9etYtsnBF2YZnbLTCpqe,0.9
1.70528E+12,14-01-2024 20:34,14-01-2024 20:55,BW3PqjgOJdhH5AI00QzTP,0.81
1.70528E+12,14-01-2024 20:34,14-01-2024 20:39,tuWnuoSyJe963JtlzLLfZ,0.79
1.70528E+12,14-01-2024 20:34,14-01-2024 20:40,8pgPHrKjKwrd8g2K78GOp,0.62
1.70528E+12,14-01-2024 20:35,14-01-2024 20:42,9aaLmwvzfwswINE_7OY9B,0.69
1.70528E+12,14-01-2024 20:34,14-01-2024 20:39,sio6M5D8loA_zCdj0atlo,0.62
1.70528E+12,14-01-2024 20:36,14-01-2024 20:41,4vaJD8txwg1WZULn0aobQ,0.93
1.70528E+12,14-01-2024 20:39,14-01-2024 20:45,kNFsmp_BaQOKBUNPFo7oq,0.63
1.70528E+12,14-01-2024 20:39,14-01-2024 20:46,Uwv-AcBFCp0NyCP8zuSV-,0.74
1.70528E+12,14-01-2024 20:39,14-01-2024 20:43,_1pKlGXp7KvFT3QxMjlB7,0.66
1.70528E+12,14-01-2024 20:40,14-01-2024 20:49,G9pD4JYDcXNZrc7W6ORJG,0.84
1.70528E+12,14-01-2024 20:41,14-01-2024 20:57,L-fE4N5LX5BiM2deaMzkm,0.64
1.70528E+12,14-01-2024 20:48,14-01-2024 20:52,Q218JUviZwWS37ZYy0ryV,0.81
1.70528E+12,14-01-2024 20:54,14-01-2024 20:57,3Ro8czWTF9vmMIcg50AP7,0.89
1.70528E+12,14-01-2024 20:56,14-01-2024 21:05,UErSMvMAVldLU8TzsAUF_,0.96
1.70528E+12,14-01-2024 20:59,14-01-2024 21:06,lJ2s7s1WF2p4UyLQ4R9we,1
1.70528E+12,14-01-2024 21:03,14-01-2024 21:07,JCc6tn3vosUXSiMxOSq1y,1
1.70528E+12,14-01-2024 21:04,14-01-2024 21:11,OuBTvw6kgWp3sMsX6VJAp,0.29
1.70528E+12,14-01-2024 21:08,14-01-2024 21:14,889qMucnEZLXUENW9x549,0.85
1.70528E+12,14-01-2024 21:08,14-01-2024 22:04,ohWYK1Rm-4kcjlJdtu_Ur,0.58
1.70528E+12,14-01-2024 21:16,14-01-2024 21:24,HnAaR2nejdmUBT_Lz-nAC,0.57
1.70529E+12,14-01-2024 21:23,14-01-2024 21:28,L580WdQtEfabS5Re6N9mn,0.78
1.70529E+12,14-01-2024 21:25,14-01-2024 21:31,sMn3RTVUUmK9Rmvf07CQG,0.58
1.70529E+12,14-01-2024 21:26,14-01-2024 21:31,MUDa_qrFgu7FPZ3XGp0QM,0.42
1.70529E+12,14-01-2024 21:27,14-01-2024 21:33,n96CONbi14jFR2ZqnKvs3,0
1.70529E+12,14-01-2024 21:30,14-01-2024 21:32,tQ45HKtkigrtf08fvc3lE,0.78
1.70529E+12,14-01-2024 21:35,14-01-2024 21:40,3iLWhvsuqjAGUeQkvI506,0.73
1.70529E+12,14-01-2024 21:36,14-01-2024 21:42,MQ6cLxjLTA0hOfdl9jt2p,1
1.70529E+12,14-01-2024 21:39,14-01-2024 21:46,rc59cJ9Ov-7qeskISHu6r,0.41
1.70529E+12,14-01-2024 21:40,14-01-2024 21:52,mlzA3H-8SyvotKu-Hg104,0.89
1.70529E+12,14-01-2024 22:13,14-01-2024 22:19,1ZXCe1cwmgPROKF-tqzf9,0.36
1.70529E+12,14-01-2024 22:15,14-01-2024 22:24,0fM_zMn2_DO61xixzBEjE,0.97
1.70529E+12,14-01-2024 22:23,14-01-2024 22:31,lxHZHUM0Q4_LKomxRaXNi,0.64
1.70529E+12,14-01-2024 23:07,14-01-2024 23:28,CmgZBTnM1D9amNTpsNMTp,0.5
1.70529E+12,14-01-2024 23:25,14-01-2024 23:54,AZ29453vYddSCZFZZ-3rh,0.55
1.70559E+12,18-01-2024 08:53,18-01-2024 09:08,CYu8_IFo3tVRJQB_yUiLu,0.7
1.70594E+12,22-01-2024 12:35,22-01-2024 12:44,AgRvlM63C8hFIAjziwn-y,1
1.70594E+12,22-01-2024 12:35,22-01-2024 12:42,iGNbggJhS1lPNerCGJbus,0
1.70594E+12,22-01-2024 12:35,22-01-2024 12:39,WD6cT8vO3iEGOrbOcHHxb,0.66
1.70594E+12,22-01-2024 12:35,22-01-2024 12:45,YgjcgztH_h9JwKBuv007x,1
1.70594E+12,22-01-2024 12:36,22-01-2024 12:39,SbizosBedfQ7nmPsQo0sR,0.74
1.70594E+12,22-01-2024 12:35,22-01-2024 12:45,_XCBOu-O8S29oNy-sjM3B,1
1.70594E+12,22-01-2024 12:35,22-01-2024 12:39,F5WD9vhSRfaCKJi1KY9W1,0.94
1.70594E+12,22-01-2024 12:36,22-01-2024 12:50,K_tI7pVNQgwGSSt5lPXie,0.66
1.70594E+12,22-01-2024 12:36,22-01-2024 12:44,lkP6Br71VD7JNR4joiBSz,0.47
1.70594E+12,22-01-2024 12:36,22-01-2024 12:39,wfHeXOm5uBV8kETHQSaCv,0.65
1.70594E+12,22-01-2024 12:36,22-01-2024 12:41,P_8eFcAbs2oxAjMx0xcdN,0.92
1.70594E+12,22-01-2024 12:36,22-01-2024 12:42,2CRYoRpyhdhpATKV41SSL,0.67
1.70595E+12,22-01-2024 12:36,22-01-2024 12:47,_zEsr37uyT-q24hhv2Z77,0.86
1.70595E+12,22-01-2024 12:36,22-01-2024 12:39,dyaIu7mQeqan29tavfzMy,0.59
1.70595E+12,22-01-2024 12:36,22-01-2024 12:43,43-R6jX5nWl281zTtx6SM,0.98
1.70595E+12,22-01-2024 12:36,22-01-2024 12:45,BdSAb5cztzOvWZbjG_B3D,0.88
1.70595E+12,22-01-2024 12:37,22-01-2024 12:48,eYlE9JzbdCL36DYjbu5Ut,1
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,e0NBlbI9NL3vYAHiwetwN,1
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,iroHW-sMKUE07crXNcUx6,0.82
1.70595E+12,22-01-2024 12:37,22-01-2024 12:45,wst_ykmGwjedgam4litR_,0
1.70595E+12,22-01-2024 12:36,22-01-2024 12:41,uE0H1H676kTF4rULYqJK1,0.57
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,0rGOy3KqWShnF52KN7uA4,0.31
1.70595E+12,22-01-2024 12:36,22-01-2024 12:41,ZYjOe8bbilYLKqZG67CNN,0.87
1.70595E+12,22-01-2024 12:37,22-01-2024 12:48,M8-Mas_3OG02ZTbCaBIA3,0.89
1.70595E+12,22-01-2024 12:37,22-01-2024 12:40,CE15dzuC_Pi0_SSQA4Ji4,0.31
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,c-1m3WkoRZe-1suTdUS23,0.8
1.70595E+12,22-01-2024 12:37,22-01-2024 12:44,u86etd57NWDUvn_2vF_Cc,0.84
1.70595E+12,22-01-2024 12:36,22-01-2024 12:40,fQYRg-ZkzbB-Ow_qtKHW3,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:45,Z3jNKqPbJt_cjGCu5FpRr,0.84
1.70595E+12,22-01-2024 12:37,22-01-2024 12:43,UlMRLMx4-TTk6hCs9vwDw,0.87
1.70595E+12,22-01-2024 12:37,22-01-2024 12:45,RIHZiAIxJDbwTM3t9HqgE,0.82
1.70595E+12,22-01-2024 12:37,22-01-2024 12:43,pRXcunSPmjiqAOe6uF94L,0.75
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,a03eYr0TRM5vTQsK0GDdw,0.17
1.70595E+12,22-01-2024 12:37,22-01-2024 12:49,IpQ1yjykz04qBmFqtAZQE,0.93
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,R5HYzSL3c-CR2SM-pDqvT,0.85
1.70595E+12,22-01-2024 12:37,22-01-2024 12:44,K0yriGtJEHl7Ny9rzVClt,0.53
1.70595E+12,22-01-2024 12:37,22-01-2024 12:48,dYHto6nh7wGhSR5EkdEhy,0.48
1.70595E+12,22-01-2024 12:37,22-01-2024 12:44,KZIupTfWQdduQyGHmfbi8,0.82
1.70595E+12,22-01-2024 12:39,22-01-2024 12:48,XRjwHHCqcxeNLZj9nZgKS,0.62
1.70595E+12,22-01-2024 12:37,22-01-2024 12:47,Ibnp0ZPyVdWMGvjooEVD5,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:40,QMMD3a7G3qJ729E7JqtJn,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,mFXoooIAJ2Vs6XhNlEnC5,0.77
1.70595E+12,22-01-2024 12:37,22-01-2024 12:44,81RIBbMIf5zYusQLAvpoo,0
1.70595E+12,22-01-2024 12:43,22-01-2024 12:58,PwmX7aJWWmf22R45EiASJ,0.84
1.70595E+12,22-01-2024 12:37,22-01-2024 12:45,Mb761_zSjZlF2Vpbvntoz,0.88
1.70595E+12,22-01-2024 12:37,22-01-2024 12:44,4MDF_4gTTJDHI1V8MRyXW,0.5
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,nU40hR1Uy_FBOoa0v1-OI,0.68
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,VSSTVtdv8OLOrXUJpJbXP,0.24
1.70595E+12,22-01-2024 12:37,22-01-2024 12:46,JH_LdHYp2d94FUBRmq7cM,1
1.70595E+12,22-01-2024 12:37,22-01-2024 12:44,QwYyxuVSDJ4togPGlup4u,0.36
1.70595E+12,22-01-2024 12:37,22-01-2024 12:52,ayo-_XDlsVMcMuJpae0qm,0.91
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,DUyQQZBuvst3bqAE9BMuk,0.58
1.70595E+12,22-01-2024 12:37,22-01-2024 12:43,bXdwHEZ7jkUb3dBWYaJSu,0.82
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,PDcFn2emegOpBAN0LfxIl,0.69
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,XWgAxo9Vj0jfKdPejzg6u,0.3
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,24s7pB-OHN4dAwU-ITz1K,0.97
1.70595E+12,22-01-2024 12:37,22-01-2024 12:40,r4BaE3KFNrW7OXpdaoRuh,0.76
1.70595E+12,22-01-2024 12:37,22-01-2024 12:45,1_OQqMkUtvSRAc6OgwnPW,0.83
1.70595E+12,22-01-2024 12:37,22-01-2024 12:43,NzTM5veF1eMlk31qSXeP8,0.88
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,lvZIagC0-KkxidkhkahKw,0.48
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,HBy1mPv7qmDv8tkLQWPb-,0.84
1.70595E+12,22-01-2024 12:37,22-01-2024 12:49,5V5J1df3N3gVi-1glSyCZ,0.34
1.70595E+12,22-01-2024 12:37,22-01-2024 12:49,EDXv0-IVpvBvjpEF-THyc,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:49,eiDuAJyl_DuyGV34CVHLe,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,0y-8h-sC47SVYudzF7CTT,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:49,szzNRakd1wNt2EnIgTEp_,0.65
1.70595E+12,22-01-2024 12:40,22-01-2024 12:44,ivQ4Nfb4V5x7HWuK07GZh,0.71
1.70595E+12,22-01-2024 12:38,22-01-2024 12:44,q-2NcKXuDYcYGTV5aoNWK,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:49,vPytc31OsNfQPUYCukIgq,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,9OEzJAZw6SHwihLnFiC3_,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,5Z01LdYEIwDJNd2ppuXaR,0.85
1.70595E+12,22-01-2024 12:40,22-01-2024 12:46,YTPloqjHpVw47rTtu588n,0
1.70595E+12,22-01-2024 12:37,22-01-2024 12:42,Ez_7OlHoH4gcT-njLbHpq,0.41
1.70595E+12,22-01-2024 12:37,22-01-2024 12:44,dXnstTCouMjJhp7CCV9j0,0.59
1.70595E+12,22-01-2024 12:37,22-01-2024 12:44,ODHn_dLrPaT8k5htVAOvO,0.94
1.70595E+12,22-01-2024 12:37,22-01-2024 12:45,1mhMkMeMr3yWJ14N3_rW_,1
1.70595E+12,22-01-2024 12:37,22-01-2024 12:41,fxTo7g73HJXN-sOLQMW8U,0.28
1.70595E+12,22-01-2024 12:38,22-01-2024 12:46,OngOa3PsbDLnS9r1ptFk0,0.93
1.70595E+12,22-01-2024 12:38,22-01-2024 12:43,AFH_zdnMJv77iZR0SbrW7,1
1.70595E+12,22-01-2024 12:38,22-01-2024 12:42,sVWTCbe-ZsrTQiTcV_Fwp,0.78
1.70595E+12,22-01-2024 12:38,22-01-2024 12:41,bSYVyXfKXs9-qyPLq1tP1,0.69
1.70595E+12,22-01-2024 12:38,22-01-2024 12:44,Jjj_RQ-pTxU3E30VBS8Qb,0.81
1.70595E+12,22-01-2024 12:38,22-01-2024 12:41,XE6D3ZHV3BWay1XN5L7V-,0.84
1.70595E+12,22-01-2024 12:38,22-01-2024 12:45,oyVC15MeobPbiHw9b3t_t,0.77
1.70595E+12,22-01-2024 12:38,22-01-2024 12:43,9p63Jr8_GR1kFeTrLsY9b,0.61
1.70595E+12,22-01-2024 12:38,22-01-2024 12:44,CBzsT1oib8bV3UTUGgWi2,0.78
1.70595E+12,22-01-2024 12:38,22-01-2024 12:46,Pa8z5kxRD0W0NwFYzsoQT,1
1.70595E+12,22-01-2024 12:38,22-01-2024 12:45,gu7HyqUeMvsd3Jmfe0j2J,0.68
1.70595E+12,22-01-2024 12:38,22-01-2024 12:43,limSIZ5M2CCuzgrevr-hV,0.7
1.70595E+12,22-01-2024 12:43,22-01-2024 13:09,IAzeR6VpE5M02rO7S7x25,0.59
1.70595E+12,22-01-2024 12:38,22-01-2024 12:43,pbzQyyHEaLvodbxq_SP98,0.67
1.70595E+12,22-01-2024 12:38,22-01-2024 12:45,2tj6xFEBxpvNBBgPGeVrp,0.79
1.70595E+12,22-01-2024 12:42,22-01-2024 12:49,BT2Pq4YS63vzt-DQOZWfa,0.82
1.70595E+12,22-01-2024 12:38,22-01-2024 12:47,sDc1MWqzccLUs5ONBvx48,0.72
1.70595E+12,22-01-2024 12:39,22-01-2024 12:47,xLwM-VgVj5QeNr3hHFBj-,0.29
1.70595E+12,22-01-2024 12:38,22-01-2024 12:44,WZFETf7qwh9TWjeeXroRd,0.94
1.70595E+12,22-01-2024 12:38,22-01-2024 12:47,dMcE3pnQu_OEK_UZdFtY_,0.7
1.70595E+12,22-01-2024 12:38,22-01-2024 12:49,7E792eBWquPAM4dBlAOEp,0.93
1.70595E+12,22-01-2024 12:39,22-01-2024 12:45,gJMLMxkIc-4m-bki8Q6ZK,0.6
1.70595E+12,22-01-2024 12:39,22-01-2024 12:45,MuzKOWtB1XtEpVp9D8Ce5,0.65
1.70595E+12,22-01-2024 12:40,22-01-2024 12:51,s3CeESTj5aIylFCdKvAGd,0.63
1.70595E+12,22-01-2024 12:38,22-01-2024 12:49,CWBtBRtj0JbWxg8Dwh8PX,0.89
1.70595E+12,22-01-2024 12:38,22-01-2024 12:49,0e0oGR48XBJB7CoEyiz0u,0.62
1.70595E+12,22-01-2024 12:39,22-01-2024 12:43,YlmG5aA_j19GQ35rkFXWB,0.53
1.70595E+12,22-01-2024 12:38,22-01-2024 12:42,I19brL4zhoER34PwwPXWH,0.24
1.70595E+12,22-01-2024 12:38,22-01-2024 12:50,X7FFWS2mKmFH9k2-le5qt,1
1.70595E+12,22-01-2024 12:38,22-01-2024 12:42,2vaqNSybxH-Lv2abwcrGP,0.61
1.70595E+12,22-01-2024 12:38,22-01-2024 12:50,nSdje2Q8oYKFw6L2P8p3D,0.81
1.70595E+12,22-01-2024 12:38,22-01-2024 12:42,fmU1KoX3aLdgJ9XoEL0it,0.87
1.70595E+12,22-01-2024 12:40,22-01-2024 12:56,hKbv-5oxYfhoYQvieWIyU,0.78
1.70595E+12,22-01-2024 12:40,22-01-2024 12:46,azMo1BlOU-aDZmIs_NHBa,0.68
1.70595E+12,22-01-2024 12:39,22-01-2024 12:43,V73IA06tWZP1-Omj9oTpC,0.67
1.70595E+12,22-01-2024 12:39,22-01-2024 12:43,hZeay-V2dvihJbHulmg9B,0.79
1.70595E+12,22-01-2024 12:42,22-01-2024 12:52,ml8jed2JYnMmk-OVYpqtr,0.87
1.70595E+12,22-01-2024 12:39,22-01-2024 12:51,yGRR8aycPL9Qt0Ap64zFd,0.59
1.70595E+12,22-01-2024 12:39,22-01-2024 12:52,7kfxWsfbSnkHA3iIMG8uO,0.79
1.70595E+12,22-01-2024 12:39,22-01-2024 12:46,5olQ_IJ-LocOEzQBCnt2t,0.92
1.70595E+12,22-01-2024 12:39,22-01-2024 12:52,A91BAJpSYXRa06H8CZjcV,0.94
1.70595E+12,22-01-2024 12:40,22-01-2024 12:52,ZJdK5aH2A4FicLFx88bC1,0.78
1.70595E+12,22-01-2024 12:39,22-01-2024 12:43,LjB3VDLrBTXmWkzDxZJPb,1
1.70595E+12,22-01-2024 12:39,22-01-2024 12:57,abSbMF-PhZ-TEwAqSxpNn,1
1.70595E+12,22-01-2024 12:39,22-01-2024 12:43,XlpzhQgAUi6Z9xhn8cWRM,0.84
1.70595E+12,22-01-2024 12:39,22-01-2024 12:47,hv8dgBJyw1MXRvFjkaUCV,0.56
1.70595E+12,22-01-2024 12:39,22-01-2024 12:44,D4RDIeuTUkxicXDtzjRrr,0.94
1.70595E+12,22-01-2024 12:39,22-01-2024 12:47,DB3_Fr_VbvrkloFwUyS5H,0.25
1.70595E+12,22-01-2024 12:47,22-01-2024 13:01,6_LYZw7zEsOt-FBUKUxmR,0.22
1.70595E+12,22-01-2024 12:39,22-01-2024 12:47,SjvwRo4z9RdkddjojU-Vn,0.54
1.70595E+12,22-01-2024 12:39,22-01-2024 12:45,qEB92Wv2VU_Ig8eT-yDMJ,0.76
1.70595E+12,22-01-2024 12:40,22-01-2024 12:46,Lna0wjR97X5qXMGuI2gip,0.42
1.70595E+12,22-01-2024 12:39,22-01-2024 12:44,isp4k9i9wT-E8rvjbMMcZ,0.81
1.70595E+12,22-01-2024 12:39,22-01-2024 12:46,SEmgYMjou_xQGtNSW198Z,0.27
1.70595E+12,22-01-2024 12:39,22-01-2024 12:44,8JFEVroc8X7R3ErDSY8Km,1
1.70595E+12,22-01-2024 12:40,22-01-2024 12:56,PWqPd2ou_UOFREia9sRqa,0.72
1.70595E+12,22-01-2024 12:40,22-01-2024 12:46,iw7orghMhsLHVkXQ3YyIy,0.97
1.70595E+12,22-01-2024 12:41,22-01-2024 12:51,POIcVRfguUW8l-EmvOdRU,0.85
1.70595E+12,22-01-2024 12:39,22-01-2024 12:52,1RPUR-azJ76U_Oz1NqVf-,1
1.70595E+12,22-01-2024 12:40,22-01-2024 12:45,SX7PFKiAfOiKO1xd_h5G9,0.83
1.70595E+12,22-01-2024 12:40,22-01-2024 12:45,t5H0i6vXoIJcQR-fNUCRF,0.94
1.70595E+12,22-01-2024 12:40,22-01-2024 12:45,02fQXas0ZW6IfA2CRNG9e,0.46
1.70595E+12,22-01-2024 12:40,22-01-2024 12:45,YxRFk3FwOBomK5w5KlhJv,0.66
1.70595E+12,22-01-2024 12:40,22-01-2024 12:47,wORnAlphwo9J47UYvf_kH,0.88
1.70595E+12,22-01-2024 12:40,22-01-2024 12:48,vDQPFfvVvw1kpJfFuRhvK,0.5
1.70595E+12,22-01-2024 12:40,22-01-2024 12:45,a0VBZhJ70VCvTFIWtz_MM,1
1.70595E+12,22-01-2024 12:40,22-01-2024 12:42,QM2On97DbxYRqoNBYZvmo,0
